area,hpwl,dead_or_overflow
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
1.312980000000000000e+05,0.000000000000000000e+00,2.004700000000000000e+04
